0.014	3.3511705069124424
0.448	3.3511705069124424
0.516	3.3458064516129036
0.888	3.3458064516129036
1.015	3.309547169811321
1.863	3.309547169811321
1.914	3.306854054054054
2.839	3.306854054054054
2.919	3.817133556725706
5.008	3.817133556725706
5.114	3.62880181200453
6.88	3.62880181200453
6.905	5.291541271000731
8.274	5.291541271000731
8.309	5.1667727016356455
11.855	5.1667727016356455
11.907	6.317230887437572
14.51	6.317230887437572
14.603	5.990199516741457
17.5	5.990199516741457
17.608	4.844852605182502
21.197	4.844852605182502
21.31	3.888029588534443
25.636	3.888029588534443
25.712	3.935805833890002
30.203	3.935805833890002
30.312	5.2792946635730855
33.76	5.2792946635730855
33.805	5.619331698774081
36.66	5.619331698774081
36.898	2.764466848611334
43.127	2.764466848611334
43.219	2.4854154681139757
50.589	2.4854154681139757
50.718	3.28339896373057
55.736	3.28339896373057
55.81	3.696589263420724
60.616	3.696589263420724
60.71	3.9920944007403976
65.032	3.9920944007403976
65.108	5.636678411053541
68.003	5.636678411053541
68.105	4.415864062896272
72.048	4.415864062896272
72.109	4.3209452954048135
76.222	4.3209452954048135
76.309	4.304448539089234
80.108	4.304448539089234
80.4	4.62201321003963
84.185	4.62201321003963
84.307	5.498481227554684
87.37	5.498481227554684
87.405	4.394566383856914
91.766	4.394566383856914
91.814	3.578222726241778
96.223	3.578222726241778
96.316	4.309087055261166
100.279	4.309087055261166
100.307	4.837418273260687
103.886	4.837418273260687
104.008	5.046431044776119
107.358	5.046431044776119
107.41	4.728347826086957
111.044	4.728347826086957
111.108	5.545267953179374
114.269	5.545267953179374
114.499	4.461972682926829
118.599	4.461972682926829
118.711	3.20804448305821
124.466	3.20804448305821
124.513	3.684550805585392
129.168	3.684550805585392
129.212	2.8185443200587263
134.661	2.8185443200587263
134.715	3.3593539303871727
139.829	3.3593539303871727
139.911	4.245451380253669
143.932	4.245451380253669
144.009	4.550479724357276
147.782	4.550479724357276
147.809	4.098136054421769
151.925	4.098136054421769
